"CRASH_ID","VHCL_ID","PARTIC_ID","PARTIC_DSPLY_SEQ_NO","VHCL_CODED_SEQ_NO","PARTIC_VHCL_SEQ_NO","PARTIC_TYP_CD","PARTIC_TYP_SHORT_DESC","PARTIC_HIT_RUN_FLG","PUB_EMPL_FLG","SEX_CD","AGE_VAL","DRVR_LIC_STAT_CD","DRVR_LIC_STAT_SHORT_DESC","DRVR_RES_STAT_CD","DRVR_RES_SHORT_DESC","INJ_SVRTY_CD","INJ_SVRTY_SHORT_DESC","SFTY_EQUIP_USE_CD","SFTY_EQUIP_USE_SHORT_DESC","AIRBAG_DEPLOY_IND","MVMNT_CD","MVMNT_SHORT_DESC","CMPSS_DIR_FROM_CD","PARTIC_CMPSS_DIR_FROM_SHORT_DESC","CMPSS_DIR_TO_CD","PARTIC_CMPSS_DIR_TO_SHORT_DESC","NON_MOTRST_LOC_CD","NON_MOTRST_LOC_SHORT_DESC","ACTN_CD","ACTN_SHORT_DESC","PARTIC_ERR_1_CD","PARTIC_ERR_1_SHORT_DESC","PARTIC_ERR_2_CD","PARTIC_ERR_2_SHORT_DESC","PARTIC_ERR_3_CD","PARTIC_ERR_3_SHORT_DESC","PARTIC_CAUSE_1_CD","PARTIC_CAUSE_1_SHORT_DESC","PARTIC_CAUSE_2_CD","PARTIC_CAUSE_2_SHORT_DESC","PARTIC_CAUSE_3_CD","PARTIC_CAUSE_3_SHORT_DESC","PARTIC_EVNT_1_CD","PARTIC_EVNT_1_SHORT_DESC","PARTIC_EVNT_2_CD","PARTIC_EVNT_2_SHORT_DESC","PARTIC_EVNT_3_CD","PARTIC_EVNT_3_SHORT_DESC","BAC_VAL","ALCHL_USE_RPT_IND","DRUG_USE_RPT_IND","MJ_USE_RPT_IND","STRIKG_PARTIC_FLG"
"1916310","3601616","4095555","1","1","1","1","DRVR","False","False","2","80","1","OR-Y ","1","OR<25","3","INJB","2","BELT      ","1","","","","","","","","","000","NONE     ","000","NONE      ","","","","","00","NO CODE ","","","","","","","","","","","86","0","0","3","False"
"1916319","3601635","4095578","3","3","1","1","DRVR","False","False","1","52","2","OTH-Y","4","N-RES","9","NONE","2","BELT      ","0","","","","","","","","","022","PREV COL ","000","NONE      ","","","","","00","NO CODE ","","","","","","","","","","","","0","0","3","False"
"1916330","3601650","4095597","1","1","1","1","DRVR","False","False","2","29","1","OR-Y ","1","OR<25","9","NONE","9","UNK       ","","","","","","","","","","000","NONE     ","045","IMP CHG   ","","","","","13","IMP LN C","","","","","","","","","","","","","","","False"
"1916331","3601652","4095599","1","1","1","1","DRVR","False","False","1","17","1","OR-Y ","1","OR<25","2","INJA","2","BELT      ","1","","","","","","","","","017","LOSTCTRL ","000","NONE      ","","","","","10","OTHR-IMP","","","","","","","","","","","","0","0","3","False"
"1916349","3601686","4095643","2","2","1","1","DRVR","False","False","1","21","1","OR-Y ","1","OR<25","9","NONE","2","BELT      ","0","","","","","","","","","022","PREV COL ","000","NONE      ","","","","","00","NO CODE ","","","","","","","","","","","","0","0","3","False"
"1916356","3601701","4095662","2","2","1","1","DRVR","False","False","1","29","1","OR-Y ","1","OR<25","4","INJC","2","BELT      ","0","","","","","","","","","000","NONE     ","000","NONE      ","","","","","00","NO CODE ","","","","","","","","","","","","","","","False"
"1916373","3601735","4095704","1","1","1","1","DRVR","False","False","2","27","1","OR-Y ","1","OR<25","2","INJA","2","BELT      ","0","","","","","","","","","088","OTHER    ","050","SPEED     ","081","OFF RD    ","","","50","USED MDN","","","","","","","","","","","87","1","1","","False"
"1916375","3601737","4095706","1","1","1","1","DRVR","False","False","1","62","1","OR-Y ","1","OR<25","2","INJA","2","BELT      ","0","","","","","","","","","028","ILLNESS  ","081","OFF RD    ","","","","","17","ILLNESS ","","","","","","","","","","","86","0","0","3","False"
"1916383","3601750","4095723","1","1","1","1","DRVR","False","False","2","21","1","OR-Y ","1","OR<25","2","INJA","2","BELT      ","1","","","","","","","","","000","NONE     ","026","REAR-END  ","","","","","29","F AVOID ","","","","","","","","","","","","","","","False"
"1916384","3601752","4095725","1","1","1","1","DRVR","False","False","1","30","3","SUSP ","1","OR<25","3","INJB","2","BELT      ","0","","","","","","","","","017","LOSTCTRL ","047","BASCRULE  ","080","FAIL LN   ","","","01","TOO-FAST","","","","","","","","","","","86","0","0","3","False"
