"CRASH_ID","SER_NO","CRASH_DT","CRASH_MO_NO","CRASH_DAY_NO","CRASH_YR_NO","CRASH_WK_DAY_CD","CRASH_HR_NO","CRASH_HR_SHORT_DESC","CNTY_ID","CNTY_NM","CITY_SECT_ID","CITY_SECT_NM","URB_AREA_CD","URB_AREA_SHORT_NM","FC_CD","FC_SHORT_DESC","NHS_FLG","HWY_NO","HWY_SFX_NO","HWY_MED_NM","RDWY_NO","HWY_COMPNT_CD","HWY_COMPNT_SHORT_DESC","MLGE_TYP_CD","MLGE_TYP_SHORT_DESC","RD_CON_NO","LRS_VAL","LAT_DEG_NO","LAT_MINUTE_NO","LAT_SEC_NO","LONGTD_DEG_NO","LONGTD_MINUTE_NO","LONGTD_SEC_NO","LAT_DD","LONGTD_DD","SPECL_JRSDCT_ID","SPECL_JRSDCT_SHORT_DESC","JRSDCT_GRP_CD","JRSDCT_GRP_LONG_DESC","AGY_ST_NO","ST_FULL_NM","RECRE_RD_NM","ISECT_AGY_ST_NO","ISECT_ST_FULL_NM","ISECT_RECRE_RD_NM","ISECT_SEQ_NO","FROM_ISECT_DSTNC_QTY","CMPSS_DIR_CD","MP_NO","POST_SPEED_LMT_VAL","RD_CHAR_CD","RD_CHAR_SHORT_DESC","OFF_RDWY_FLG","ISECT_TYP_CD","ISECT_TYP_SHORT_DESC","ISECT_REL_FLG","RNDABT_FLG","DRVWY_REL_FLG","LN_QTY","TURNG_LEG_QTY","MEDN_TYP_CD","MEDN_TYP_SHORT_DESC","IMPCT_LOC_CD","CRASH_TYP_CD","CRASH_TYP_SHORT_DESC","COLLIS_TYP_CD","COLLIS_TYP_SHORT_DESC","CRASH_SVRTY_CD","CRASH_SVRTY_SHORT_DESC","WTHR_COND_CD","WTHR_COND_SHORT_DESC","RD_SURF_COND_CD","RD_SURF_SHORT_DESC","LGT_COND_CD","LGT_COND_SHORT_DESC","TRAF_CNTL_DEVICE_CD","TRAF_CNTL_DEVICE_SHORT_DESC","TRAF_CNTL_FUNC_FLG","INVSTG_AGY_CD","INVSTG_AGY_SHORT_DESC","CRASH_EVNT_1_CD","CRASH_EVNT_1_SHORT_DESC","CRASH_EVNT_2_CD","CRASH_EVNT_2_SHORT_DESC","CRASH_EVNT_3_CD","CRASH_EVNT_3_SHORT_DESC","CRASH_CAUSE_1_CD","CRASH_CAUSE_1_SHORT_DESC","CRASH_CAUSE_2_CD","CRASH_CAUSE_2_SHORT_DESC","CRASH_CAUSE_3_CD","CRASH_CAUSE_3_SHORT_DESC","SCHL_ZONE_IND","WRK_ZONE_IND","ALCHL_INVLV_FLG","DRUG_INVLV_FLG","MJ_INVLV_FLG","CRASH_SPEED_INVLV_FLG","CRASH_HIT_RUN_FLG","POP_RNG_CD","POP_RNG_MED_DESC","RD_CNTL_CD","RD_CNTL_MED_DESC","RTE_TYP_CD","RTE_ID","RTE_NM","REG_ID","DIST_ID","SEG_MRK_ID","SEG_PT_LRS_MEAS","UNLOCT_FLG","CRASH_LAST_UD_DT","TOT_VHCL_CNT","TOT_FATAL_CNT","TOT_INJ_LVL_A_CNT","TOT_INJ_LVL_B_CNT","TOT_INJ_LVL_C_CNT","TOT_INJ_CNT","TOT_UNINJD_AGE00_04_CNT","TOT_UNINJD_PER_CNT","TOT_PED_CNT","TOT_PED_FATAL_CNT","TOT_PED_INJ_LVL_A_CNT","TOT_PED_INJ_CNT","TOT_PEDCYCL_CNT","TOT_PEDCYCL_FATAL_CNT","TOT_PEDCYCL_INJ_LVL_A_CNT","TOT_PEDCYCL_INJ_CNT","TOT_UNKNWN_CNT","TOT_UNKNWN_FATAL_CNT","TOT_UNKNWN_INJ_CNT","TOT_OCCUP_CNT","TOT_PER_INVLV_CNT","TOT_SFTY_EQUIP_USED_QTY","TOT_SFTY_EQUIP_UNUSED_QTY","TOT_SFTY_EQUIP_USE_UNKNOWN_QTY","TOT_PSNGR_VHCL_OCC_UNRESTRND_FATAL_CNT","TOT_MCYCLST_FATAL_CNT","TOT_MCYCLST_INJ_LVL_A_CNT","TOT_MCYCLST_INJ_CNT","TOT_MCYCLST_UNHELMTD_FATAL_CNT","TOT_ALCHL_IMPAIRED_DRVR_INV_FATAL_CNT","TOT_DRVR_AGE_01_20_CNT","LANE_RDWY_DPRT_CRASH_FLG"
"1619500","13080","2015-11-21 00:00:00","11","21","2015","7","07","7A ","26","Multnomah","83","Gresham","57","PORTLAND UA    ","14","U PR-ART","True","","","","","","","","","","","45","29","52.280000000000000","-122","24","50.050000000000000","45.497855555555333","-122.413902777777000","","","","","01023  ","NE HOGAN DR                 ","","01920  ","E POWELL BLVD               ","","1","0","7","","","1","INTER   ","False","1","CROSS  ","False","False","False","","0","","","06","E","S-1STOP   ","3","REAR    ","4","INJ","1","CLR ","1","DRY ","1","DAY ","001","TRF SIGNAL","True","0","NONE  ","","","","","","","29","F AVOID ","","","","","","","False","False","False","False","False","8","100,001 to 200,000","3","URBAN CITY STREET ","","","","1","02C","58_122973","0","False","2016-05-31 10:48:18","2","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","2","2","1","0","1","0","0","0","0","0","0","0","N"
"1619534","13025","2015-11-20 00:00:00","11","20","2015","6","18","6P ","26","Multnomah","243","Portland NE","57","PORTLAND UA    ","14","U PR-ART","True","123","  ","NORTHEAST PORTLAND","1","0","MN","0","R","","012300100S00","45","33","39.460000000000000","-122","33","50.580000000000000","45.560961111111000","-122.564050000000000","","","","","00472  ","NE COLUMBIA BLVD            ","","09751  ","NB EX WB COL BVD C1         ","","1","","8","11.08","45","3","STRGHT  ","False","","","False","False","False","5","","0","NONE ","04","C","S-STRGHT  ","5","SS-O    ","4","INJ","1","CLR ","1","DRY ","2","DLIT","099","UNKNOWN   ","True","0","NONE  ","","","","","","","13","IMP LN C","","","","","","","False","False","False","False","False","9","Over 200,000","2","PORTLAND HWY SYSTEM","US","30BY ","US 30BY   ","1","02B","293_7854","337.49406597","False","2016-05-31 11:39:03","2","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","2","2","1","0","1","0","0","0","0","0","0","0","N"
"1619564","00643","2015-09-09 00:00:00","09","09","2015","4","16","4P ","18","Klamath","","","","","07","R MJ-COL","False","","","","","","","","","","","42","26","11.220000000000000","-121","30","55.510000000000000","42.436449999999333","-121.515419444444000","","","","","01057  ","BLISS RD                    ","","","                            ","","","","0","18.75","","7","GRADE   ","True","","","False","False","False","2","","0","NONE ","01","8","FIX OBJ   ","9","FIX     ","2","FAT","1","CLR ","1","DRY ","1","DAY ","099","UNKNOWN   ","True","2","COUNTY","079","DITCH     ","010","SUB OTRN  ","001","FEL/JUMP  ","10","OTHR-IMP","","","","","0","0","True","False","False","False","False","","","6","RURAL COUNTY ROAD","","","","4","11 ","49_6238","14414.33363234","False","2016-04-04 08:47:46","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","1","0","0","0","0","1","0","Y"
"1619589","00402","2015-08-09 00:00:00","08","09","2015","1","13","1P ","04","Clatsop","226","Warrenton","5","ASTORIA UA     ","14","U PR-ART","True","009","  ","OREGON COAST","1","0","MN","0","R","","000900100S00","46","9","27.430000000000000","-123","54","18.350000000000000","46.157619444444000","-123.905097222222000","","","","","01805  ","OREGON COAST HY             ","","01507  ","MARLIN DR                   ","","1","","6","7.1","45","3","STRGHT  ","False","","","False","False","False","2","","0","NONE ","06","C","S-STRGHT  ","3","REAR    ","4","INJ","1","CLR ","1","DRY ","1","DAY ","000","NONE      ","True","3","CITY  ","","","","","","","29","F AVOID ","","","","","","","False","False","False","False","False","4","5,001 to 10,000","4","URBAN HWY SYSTEM","US","101  ","US 101    ","2","01 ","293_4805","159.0786005","False","2016-06-28 17:44:42","2","0","0","0","4","4","0","1","0","0","0","0","0","0","0","0","0","0","0","5","5","5","0","0","0","0","0","0","0","0","1","N"
"1619598","00405","2015-08-10 00:00:00","08","10","2015","2","14","2P ","04","Clatsop","9","Astoria","5","ASTORIA UA     ","14","U PR-ART","True","102","  ","NEHALEM","1","0","MN","0","R","","010200100S00","46","10","55.810000000000000","-123","51","37.530000000000000","46.182169444443667","-123.860425000000000","","","","","00802  ","FLORENCE AVE                ","","01504  ","W MARINE DR                 ","","1","","9","0.22","35","1","INTER   ","False","3","3-LEG  ","False","False","False","","0","","","02","B","ANGL-OTH  ","6","TURN    ","4","INJ","1","CLR ","1","DRY ","1","DAY ","004","STOP SIGN ","True","3","CITY  ","","","","","","","03","PAS-STOP","","","","","0","0","False","False","False","False","False","4","5,001 to 10,000","4","URBAN HWY SYSTEM","US","101B ","US 101B   ","2","01 ","293_8998","294.4852","False","2016-05-31 09:54:32","2","0","0","0","2","2","1","1","0","0","0","0","0","0","0","0","0","0","0","3","3","3","0","0","0","0","0","0","0","0","0","N"
"1619623","07303","2015-12-01 00:00:00","12","01","2015","3","07","7A ","34","Washington","","","","","07","R MJ-COL","False","","","","","","","","","","","45","37","55.800000000000000","-123","2","27.550000000000000","45.632166666666667","-123.040986111110333","","","","","00601  ","NW DAIRY CREEK RD           ","","01575  ","NW MOUNTAINDALE RD          ","","1","50","1","","55","3","STRGHT  ","True","","","False","False","False","2","","0","NONE ","01","8","FIX OBJ   ","9","FIX     ","4","INJ","1","CLR ","4","ICE ","1","DAY ","099","UNKNOWN   ","True","2","COUNTY","079","DITCH     ","010","SUB OTRN  ","124","SLIPPERY  ","01","TOO-FAST","","","","","0","0","False","False","False","True","False","","","6","RURAL COUNTY ROAD","","","","2","01 ","58_200069","2595.0350263","False","2016-04-05 08:51:16","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","Y"
"1619632","00414","2015-08-15 00:00:00","08","15","2015","7","11","11A","04","Clatsop","226","Warrenton","5","ASTORIA UA     ","14","U PR-ART","True","009","  ","OREGON COAST","1","0","MN","0","R","","000900100S00","46","9","35.750000000000000","-123","54","3.810000000000000","46.159930555555000","-123.901058333333000","","","","","01805  ","OREGON COAST HY             ","","01701  ","NEPTUNE DR                  ","","1","","6","6.84","45","3","STRGHT  ","False","","","False","False","False","2","","0","NONE ","03","E","S-1STOP   ","3","REAR    ","4","INJ","1","CLR ","1","DRY ","1","DAY ","000","NONE      ","True","3","CITY  ","","","","","","","07","TOO-CLOS","","","","","0","0","False","False","False","False","False","4","5,001 to 10,000","4","URBAN HWY SYSTEM","US","101  ","US 101    ","2","01 ","293_8338","50.75234953","False","2016-05-31 12:30:13","2","0","0","0","1","1","0","2","0","0","0","0","0","0","0","0","0","0","0","3","3","3","0","0","0","0","0","0","0","0","0","N"
"1619666","13055","2015-11-20 00:00:00","11","20","2015","6","05","5A ","26","Multnomah","243","Portland NE","57","PORTLAND UA    ","17","U MJ-COL","False","","","","","","","","","","","45","31","53.370000000000000","-122","39","23.710000000000000","45.531491666666667","-122.656586111111000","","","","","01605  ","NE MULTNOMAH ST             ","","05009  ","NE 9TH AVE                  ","","1","0","9","","","1","INTER   ","False","1","CROSS  ","False","False","False","","0","","","04","H","O-1 L-TURN","6","TURN    ","4","INJ","1","CLR ","1","DRY ","2","DLIT","001","TRF SIGNAL","True","5","NO RPT","","","","","","","02","NO-YIELD","","","","","","","False","False","False","False","False","9","Over 200,000","1","PORTLAND CITY STREET","","","","1","02B","58_136666","0","False","2016-05-31 11:39:03","2","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","2","2","1","0","1","0","0","0","0","0","0","0","N"
"1619764","13193","2015-11-23 00:00:00","11","23","2015","2","00","12A","26","Multnomah","245","Portland SE","57","PORTLAND UA    ","16","U MN-ART","False","","","","","","","","","","","45","29","21.420000000000000","-122","35","45.300000000000000","45.489283333333333","-122.595916666666333","","","","","00824  ","SE FOSTER RD                ","","05065  ","SE 65TH AVE                 ","","1","0","9","","","1","INTER   ","False","1","CROSS  ","False","False","False","","0","","","04","B","ANGL-OTH  ","6","TURN    ","4","INJ","1","CLR ","1","DRY ","2","DLIT","004","STOP SIGN ","True","0","NONE  ","","","","","","","02","NO-YIELD","","","","","","","False","False","False","False","False","9","Over 200,000","1","PORTLAND CITY STREET","","","","1","02B","58_124692","0","False","2016-05-31 11:39:06","2","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","2","0","0","0","0","0","0","1","N"
"1619793","07386","2015-12-04 00:00:00","12","04","2015","6","17","5P ","34","Washington","18","Beaverton","57","PORTLAND UA    ","12","U FWY/XP","True","047","  ","SUNSET","2","0","MN","0","R","","004700200S00","45","32","13.190000000000000","-122","51","15.100000000000000","45.536997222221333","-122.854194444444000","","","","","02244  ","SUNSET HWY                  ","","09256  ","WB ENFR BETHANY             ","","1","","7","65.02","55","3","STRGHT  ","False","","","False","False","False","4","","2","DIVMD","03","E","S-1STOP   ","3","REAR    ","4","INJ","3","RAIN","2","WET ","5","DUSK","099","UNKNOWN   ","True","0","NONE  ","013","FORCED    ","","","","","29","F AVOID ","","","","","","","False","False","False","False","False","7","50,001 to 100,000","4","URBAN HWY SYSTEM","US","26   ","US 26     ","1","02B","293_6443","2540.56013834","False","2016-05-31 09:58:57","4","0","0","0","1","1","0","4","0","0","0","0","0","0","0","0","0","0","0","5","5","3","0","2","0","0","0","0","0","0","0","N"
